!!SYSTEM_INI
NUM_CHANS=1
JEDEC_DATA_BUS_BITS=64
TRANS_QUEUE_DEPTH=64
CMD_QUEUE_DEPTH=32
EPOCH_LENGTH=100000
USE_LOW_POWER=false
TOTAL_ROW_ACCESSES=4
ROW_BUFFER_POLICY=close_page
SCHEDULING_POLICY=rank_then_bank_round_robin
ADDRESS_MAPPING_SCHEME=scheme2
QUEUING_STRUCTURE=per_rank
DEBUG_TRANS_Q=false
DEBUG_CMD_Q=false
DEBUG_ADDR_MAP=false
DEBUG_BANKSTATE=false
DEBUG_BUS=false
DEBUG_BANKS=false
DEBUG_POWER=false
VIS_FILE_OUTPUT=true
VERIFICATION_OUTPUT=false
NUM_RANKS=1
!!DEVICE_INI
NUM_BANKS=16
NUM_ROWS=65536
NUM_COLS=2048
DEVICE_WIDTH=4
REFRESH_PERIOD=7800
tCK=1.5
CL=10
AL=0
BL=8
tRAS=24
tRCD=10
tRRD=4
tRC=34
tRP=10
tCCD=4
tRTP=5
tWTR=5
tWR=10
tRTRS=1
tRFC=107
tFAW=20
tCKE=4
tXP=4
tCMD=1
IDD0=130
IDD1=155
IDD2P=10
IDD2Q=70
IDD2N=70
IDD3Pf=60
IDD3Ps=60
IDD3N=90
IDD4W=300
IDD4R=255
IDD5=305
IDD6=9
IDD6L=12
IDD7=460
Vdd=1.5
!!EPOCH_DATA
ms,Background_Power[0][0],ACT_PRE_Power[0][0],Burst_Power[0][0],Refresh_Power[0][0],Bandwidth[0][0][0],Average_Latency[0][0][0],Bandwidth[0][0][1],Average_Latency[0][0][1],Bandwidth[0][0][2],Average_Latency[0][0][2],Bandwidth[0][0][3],Average_Latency[0][0][3],Bandwidth[0][0][4],Average_Latency[0][0][4],Bandwidth[0][0][5],Average_Latency[0][0][5],Bandwidth[0][0][6],Average_Latency[0][0][6],Bandwidth[0][0][7],Average_Latency[0][0][7],Bandwidth[0][0][8],Average_Latency[0][0][8],Bandwidth[0][0][9],Average_Latency[0][0][9],Bandwidth[0][0][10],Average_Latency[0][0][10],Bandwidth[0][0][11],Average_Latency[0][0][11],Bandwidth[0][0][12],Average_Latency[0][0][12],Bandwidth[0][0][13],Average_Latency[0][0][13],Bandwidth[0][0][14],Average_Latency[0][0][14],Bandwidth[0][0][15],Average_Latency[0][0][15],Rank_Aggregate_Bandwidth[0][0],Rank_Average_Bandwidth[0][0],Aggregate_Bandwidth[0],Average_Bandwidth[0],
8.85,2.15778,6.78825,3.03644,0.104903,0.439882,230.46,0.441074,225.26,0.439485,231.388,0.461737,245.006,0.451008,235.762,0.445048,232.322,0.452598,234.744,0.45975,236.525,0.450611,231.015,0.454982,234.139,0.449022,230.079,0.442664,230.145,0.444651,225.054,0.456174,233.874,0.451008,231.476,0.465711,244.295,7.20541,7.20541,7.20541,0.450338,
9,2.06634,2.1689,1.00655,0.104903,0.146627,97.334,0.143846,94.7821,0.144243,94.4234,0.141462,91.8196,0.143051,92.6137,0.145435,96.0321,0.142654,94.6867,0.142256,92.0086,0.145038,93.5536,0.14623,94.2811,0.141064,92.0279,0.142654,94.6603,0.146627,94.9596,0.145833,95.9426,0.144641,98.9043,0.141064,92.617,2.30273,2.30273,2.30273,0.14392,
9.15,2.06455,2.16927,1.01344,0.110424,0.142654,102.046,0.145833,101.664,0.144641,104.761,0.141462,102.293,0.143051,96.7668,0.144641,104.533,0.143449,98.5067,0.144641,101.491,0.145435,100.94,0.144641,101.223,0.144243,95.2933,0.143051,101.089,0.143051,105.76,0.14027,94.875,0.144641,104.712,0.145833,101.498,2.30153,2.30153,2.30153,0.143846,
9.3,2.1471,4.28988,2.0074,0.104903,0.285705,127.221,0.281731,125.015,0.281334,128.02,0.280142,130.767,0.28491,131.354,0.284115,126.76,0.284115,126.014,0.283718,124.326,0.287294,124.715,0.283718,126.844,0.2865,122.983,0.283718,123.941,0.285705,126.894,0.2865,126.951,0.284513,125.825,0.288089,132.038,4.55181,4.55181,4.55181,0.284488,
9.45,2.12748,3.45047,1.63572,0.104903,0.230471,128.363,0.225703,126.741,0.230471,135.748,0.229677,141.019,0.228882,134.948,0.228882,127.106,0.228087,126.564,0.231266,130.093,0.233253,137.94,0.223716,131.205,0.228882,134.745,0.22769,133.824,0.230074,128.639,0.225306,126.438,0.232458,128.958,0.229677,128.958,3.66449,3.66449,3.66449,0.229031,
9.6,2.08824,2.41713,1.14987,0.104903,0.15974,107.725,0.159343,103.562,0.160535,101.514,0.160138,105.791,0.160138,107.366,0.160138,102.733,0.161727,106.48,0.160933,105.968,0.160535,102.521,0.16133,104.781,0.158151,105.993,0.158548,106.301,0.160933,107.068,0.162522,108.356,0.160138,101.411,0.159343,103.445,2.56419,2.56419,2.56419,0.160262,
9.75,2.09431,2.90197,1.3857,0.104903,0.195503,118.737,0.195503,117.442,0.192722,115.354,0.192324,115.193,0.191927,115.032,0.19153,116.085,0.189145,118.453,0.190735,118.37,0.191132,119.433,0.19153,120.041,0.191927,123.88,0.191132,118.329,0.193119,122.265,0.191132,118.265,0.195503,118.634,0.194311,114.75,3.07918,3.07918,3.07918,0.192448,
9.9,2.1534,4.51264,2.16219,0.110424,0.301202,142.84,0.300805,149.397,0.299613,142.082,0.298421,144.477,0.300805,149.277,0.298818,148.64,0.298818,149.438,0.298818,146.636,0.298421,146.157,0.297626,146.022,0.299215,148.674,0.300407,145.075,0.298818,142.82,0.30001,146.405,0.299613,148.754,0.298818,143.764,4.79023,4.79023,4.79023,0.299389,
10.05,2.1581,6.11882,2.92846,0.104903,0.410477,301.308,0.399351,300.809,0.390212,289.167,0.380278,301.724,0.420411,311.809,0.424385,310.354,0.423988,299.272,0.40253,291.299,0.394185,296.471,0.408888,292.435,0.409285,293.756,0.402133,289.313,0.405709,298.418,0.402927,290.851,0.402133,295.477,0.417233,299.698,6.49412,6.49412,6.49412,0.405883,
10.2,2.15909,6.42133,3.06624,0.104903,0.43273,386.826,0.423988,389.257,0.425975,384.096,0.414848,381.681,0.435511,392.719,0.418425,383.593,0.423193,379.391,0.418822,387.773,0.429153,379.529,0.422001,381.777,0.433524,376.322,0.425577,383.017,0.424385,386.46,0.421604,379.661,0.43869,387.934,0.426769,391.649,6.8152,6.8152,6.8152,0.42595,
10.35,2.15904,6.46252,3.098,0.104903,0.435511,383.92,0.429948,381.758,0.42359,371.509,0.413656,375.096,0.437498,382.003,0.425577,388.27,0.428756,390.947,0.432332,396.347,0.433922,394.06,0.420809,387.047,0.440677,379.601,0.441869,378.848,0.425975,376.442,0.422398,374.326,0.438293,390.163,0.408093,385.708,6.85891,6.85891,6.85891,0.428682,
10.5,2.159,6.47637,3.10759,0.110424,0.424385,385.436,0.430743,388.898,0.433922,380.895,0.42518,382.728,0.435511,384.418,0.43114,383.17,0.429551,385.084,0.431935,391.969,0.429948,392.959,0.429153,391.752,0.423193,387.317,0.435909,396.986,0.430346,384.93,0.430743,389.648,0.429153,396.334,0.421206,393.144,6.87202,6.87202,6.87202,0.429501,
10.65,2.15909,6.65084,3.19599,0.104903,0.429551,386.363,0.443856,379.326,0.433922,392.354,0.441472,399.817,0.452201,393.102,0.437895,384.277,0.443856,392.199,0.449022,400.017,0.441074,396.027,0.433127,390.632,0.448624,389.475,0.44028,381.154,0.437895,385.541,0.452598,398.432,0.437895,396.532,0.436306,392.967,7.05957,7.05957,7.05957,0.441223,
10.8,2.15909,7.1121,3.40753,0.104903,0.473261,423.643,0.47485,426.839,0.4673,425.682,0.477235,427.522,0.472069,426.246,0.474056,423.593,0.470877,425.007,0.470877,421.161,0.467698,421.847,0.470082,421.49,0.469685,421.016,0.471274,420.833,0.471274,422.756,0.47485,424.378,0.466108,424.547,0.47644,426.562,7.54793,7.54793,7.54793,0.471746,
10.95,2.15909,7.07242,3.32927,0.104903,0.465711,367.668,0.476042,373.639,0.469287,370.417,0.471274,369.39,0.46889,374.667,0.472069,367.288,0.466506,367.905,0.463724,367.757,0.47485,371.519,0.470082,368.253,0.459353,369.655,0.462532,370.015,0.462532,369.182,0.470877,373.756,0.477632,371.029,0.47485,372.191,7.50621,7.50621,7.50621,0.469138,
11.1,2.15904,7.05856,3.20083,0.110424,0.469685,281.243,0.466903,278.762,0.473261,281.838,0.480016,283.003,0.452995,276.666,0.4673,281.382,0.466903,279.672,0.462532,277.92,0.466108,279.424,0.478029,282.709,0.46889,280.156,0.462532,277.006,0.475248,286.403,0.464122,280.367,0.464122,281.935,0.472069,285.834,7.49071,7.49071,7.49071,0.46817,
11.25,2.15909,7.12296,3.12117,0.104903,0.475645,222.829,0.46889,220.433,0.473261,221.79,0.478824,226.116,0.46889,221.336,0.474453,223.374,0.469685,225.649,0.476837,227.53,0.476042,228.298,0.47644,228.574,0.470082,224.898,0.470877,222.494,0.470479,223.7,0.470479,225.118,0.461737,223.84,0.477235,224.999,7.55986,7.55986,7.55986,0.472491,
11.4,2.11368,4.36026,1.99004,0.104903,0.278155,184.314,0.282526,186.864,0.275771,184.061,0.281731,184.696,0.285308,189.061,0.296831,198.77,0.305176,196.887,0.285308,186.373,0.296831,190.257,0.29246,191.006,0.29246,191.2,0.294844,191.394,0.29246,191.153,0.290076,189.783,0.286897,188.667,0.293652,190.877,4.63049,4.63049,4.63049,0.289405,
11.55,2.06661,2.21345,1.03428,0.104903,0.145833,98.0109,0.148614,100.368,0.149806,107.158,0.148217,99.7763,0.149012,98.9474,0.149012,98.3384,0.143846,91.4736,0.14782,102.186,0.144641,98.0551,0.14623,100.752,0.14623,95.7743,0.143449,93.25,0.14623,98.0987,0.146627,101.842,0.14782,99.7205,0.145833,95.1616,2.34922,2.34922,2.34922,0.146826,
11.7,2.09447,3.13111,1.4611,0.104903,0.205835,108.509,0.208616,112.814,0.206232,114.182,0.201464,112.044,0.207424,112.234,0.208219,112.902,0.206629,112.44,0.207822,110.609,0.207424,116.509,0.207424,113.57,0.207822,110.127,0.209411,110.48,0.209808,115.706,0.207027,111.595,0.211,116.531,0.210206,114.796,3.32236,3.32236,3.32236,0.207648,
11.85,2.15141,4.46172,2.09974,0.110424,0.296831,133.705,0.291268,129.226,0.298023,133.65,0.296831,136.19,0.296831,135.628,0.294447,132.757,0.29405,131.892,0.295639,139.637,0.300407,133.367,0.290076,133.081,0.298421,130.115,0.29246,130.071,0.297228,132.437,0.294844,138.426,0.296434,134.172,0.301202,137.401,4.73499,4.73499,4.73499,0.295937,
12,2.07441,2.38643,1.13194,0.104903,0.157754,109.113,0.157754,106.342,0.158946,106.12,0.158151,107.416,0.156562,109.631,0.159343,106.041,0.15974,106.858,0.158946,106.312,0.160138,107.217,0.159343,104.696,0.159343,105.596,0.158548,104.459,0.15974,107.062,0.157356,105.689,0.156164,102.102,0.156164,106.867,2.53399,2.53399,2.53399,0.158375,
12.15,2.05784,2.51035,1.20082,0.104903,0.16888,105.225,0.166098,107.725,0.165701,105.544,0.167688,108.151,0.166098,106.218,0.166098,106.521,0.166496,104.711,0.166496,109.355,0.163714,103.007,0.165701,104.583,0.165304,106.312,0.165701,106.569,0.167688,105.622,0.168085,108.778,0.16729,107.168,0.166893,103.098,2.66393,2.66393,2.66393,0.166496,
12.3,2.13513,3.99597,1.91197,0.104903,0.267824,140.812,0.268221,137.256,0.267426,139.784,0.264645,134.013,0.264247,138.043,0.264247,138.728,0.263055,137.311,0.264645,136.013,0.26385,135.395,0.264247,134.71,0.26385,136.223,0.264247,132.828,0.264247,136.695,0.265837,131.666,0.264645,137.038,0.265439,139.082,4.24067,4.24067,4.24067,0.265042,
12.45,2.1559,5.17308,2.47846,0.110424,0.338554,192.168,0.334183,193.922,0.334581,193.538,0.333786,191.126,0.363588,214.869,0.361204,213.035,0.354846,204.316,0.344912,208.281,0.334978,195.578,0.34372,206.574,0.338157,198.923,0.339746,199.459,0.347296,208.028,0.34531,200.791,0.33617,195.531,0.338554,196.267,5.48959,5.48959,5.48959,0.343099,
12.6,2.15908,6.41197,3.05856,0.104903,0.426372,362.131,0.418822,357.202,0.417233,370.733,0.407298,379.095,0.429153,374.23,0.421604,367.887,0.433524,360.094,0.419617,369.244,0.428756,370.863,0.427564,371.737,0.430346,365.64,0.426769,369.039,0.423988,371.265,0.422796,375.082,0.429948,367.043,0.441074,370.609,6.80486,6.80486,6.80486,0.425304,
12.75,2.15909,6.46364,3.09594,0.104903,0.444651,385.347,0.427564,382.771,0.430346,380.271,0.412862,381.006,0.441869,380.53,0.425975,381.967,0.428359,382.021,0.420809,373.708,0.436306,390.446,0.413259,381.405,0.436703,376.311,0.435909,378.98,0.42359,385.064,0.419219,383.391,0.449419,388.115,0.415246,386.612,6.86208,6.86208,6.86208,0.42888,
12.9,2.15909,6.3356,3.03834,0.104903,0.415643,396.426,0.422001,395.839,0.418822,399.568,0.419219,410.74,0.421604,394.65,0.418822,397.204,0.416835,391.899,0.429551,393.464,0.42359,398.399,0.423988,406.119,0.420809,408.686,0.426769,407.62,0.419617,400.661,0.417233,397.862,0.419617,402.195,0.409285,399.312,6.7234,6.7234,6.7234,0.420213,
13.05,2.15904,6.49172,3.11908,0.110424,0.428359,377.231,0.433922,387.148,0.426769,383.442,0.421604,382.536,0.442266,383.288,0.429551,383.793,0.435511,382.075,0.434319,390.309,0.427961,382.456,0.422001,391.972,0.434319,386.536,0.439485,376.595,0.428359,377.163,0.428359,365.424,0.433922,383.71,0.422796,378.215,6.8895,6.8895,6.8895,0.430594,
13.2,2.15907,6.90543,3.31548,0.104903,0.452201,420.191,0.46134,425.497,0.448624,422.673,0.468493,414.997,0.451008,414.196,0.456969,419.511,0.456572,421.899,0.458558,422.654,0.454187,423.893,0.456572,415.118,0.464519,423.774,0.460943,416.359,0.456572,416.933,0.469287,417.444,0.451803,419.99,0.46134,421.615,7.32899,7.32899,7.32899,0.458062,
13.35,2.15909,7.11435,3.39038,0.104903,0.472864,410.009,0.474453,408.27,0.468493,407.384,0.477632,407.894,0.470479,408.396,0.472864,404.141,0.4673,407.006,0.470877,404.55,0.472466,403.137,0.472466,407.863,0.468493,404.998,0.469685,406.713,0.469685,405.528,0.471274,409.377,0.475248,408.218,0.47485,409.771,7.54913,7.54913,7.54913,0.47182,
13.5,2.15909,7.03909,3.25876,0.104903,0.458558,325.626,0.473658,327.956,0.472864,331.722,0.46889,325.377,0.462929,323.666,0.472864,329.565,0.464916,326.409,0.46134,327.552,0.464916,323.916,0.472069,326.994,0.45379,320.927,0.457764,329.327,0.466506,329.556,0.471274,328.712,0.476042,334.135,0.472466,331.897,7.47085,7.47085,7.47085,0.466928,
13.65,2.15908,7.10387,3.13276,0.104903,0.477632,232.322,0.464916,230.578,0.478029,234.867,0.484387,235.63,0.45975,227.111,0.474056,232.4,0.475248,236.793,0.470082,232.945,0.468095,230.547,0.478824,233.871,0.471274,236.398,0.465711,233.79,0.471274,235.747,0.468095,235.425,0.460545,232.571,0.471671,234.085,7.53959,7.53959,7.53959,0.471224,
13.8,2.15768,6.76129,3.02334,0.110424,0.44783,220.8,0.444651,220.572,0.446637,219.585,0.443061,224.351,0.442664,217.911,0.44028,217.08,0.448227,218.575,0.448624,217.763,0.454187,225.609,0.456174,219.795,0.445843,220.429,0.456174,223.24,0.451406,223.437,0.455379,223.977,0.443061,223.303,0.451406,226.508,7.1756,7.1756,7.1756,0.448475,
13.95,2.06677,2.24078,1.04184,0.104903,0.148614,91.45,0.150204,94.9519,0.149409,98.4414,0.147025,94.8466,0.149409,95.9875,0.150204,97.2301,0.145833,95.0875,0.145833,96.5064,0.152588,103.79,0.150204,98.7025,0.145435,96.3114,0.148217,97.1529,0.152588,98.0083,0.150601,95.527,0.147025,90.9603,0.14782,96.3486,2.38101,2.38101,2.38101,0.148813,
14.1,2.06828,2.19586,1.02597,0.104903,0.145038,99.3899,0.14782,101.17,0.146627,98.9531,0.145435,102.572,0.145038,102.951,0.147422,98.82,0.145435,99.4605,0.146627,99.5947,0.146627,98.5153,0.144243,97.9758,0.14623,101.934,0.144641,100.757,0.145038,107.934,0.142654,104.867,0.145833,108.353,0.145833,103.807,2.33054,2.33054,2.33054,0.145659,
14.25,2.14785,4.31459,2.01581,0.104903,0.2865,123.954,0.285308,129.108,0.286102,128.537,0.282129,125.704,0.283718,126.847,0.283321,124.283,0.285705,123.862,0.284115,122.454,0.287692,121.409,0.286897,128.495,0.284513,127.73,0.2865,128.611,0.291268,128.734,0.286102,122.585,0.288884,127.015,0.288089,124.567,4.57684,4.57684,4.57684,0.286053,
14.4,2.11212,3.38982,1.60959,0.110424,0.228087,134.844,0.224113,128.569,0.228087,129.838,0.2261,131.29,0.229677,129.452,0.222524,130.413,0.223716,127.142,0.222524,134.73,0.226498,130.605,0.219742,132.141,0.222921,129.952,0.223319,128.655,0.2261,130.922,0.218948,128.966,0.228087,131.597,0.230074,132.276,3.60052,3.60052,3.60052,0.225032,
14.55,2.08182,2.43734,1.16172,0.104903,0.15974,105.264,0.160138,104.896,0.160138,107.188,0.160535,104.759,0.160933,105.568,0.162125,104.714,0.162125,105.102,0.162125,109,0.162125,104.322,0.16133,103.425,0.162919,106.507,0.164111,110.11,0.163317,108.219,0.164509,104.253,0.16133,105.588,0.159343,103.79,2.58684,2.58684,2.58684,0.161678,
14.7,2.09894,2.96749,1.41828,0.104903,0.199874,123.75,0.198682,123.592,0.200669,119.931,0.197093,120.906,0.19749,120.695,0.196298,117.261,0.193914,116.169,0.197093,117.579,0.196298,120.442,0.195901,118.831,0.195503,117.581,0.193119,116.959,0.197093,124.273,0.195901,122.331,0.195901,118.448,0.197093,120.052,3.14792,3.14792,3.14792,0.196745,
14.85,2.1519,4.50665,2.15791,0.104903,0.297626,144.939,0.297228,148.313,0.298421,144.977,0.298023,147.058,0.300407,150.338,0.3016,144.794,0.300407,147.79,0.297626,144.081,0.297228,148.566,0.302792,150.588,0.299215,151.427,0.300805,148.157,0.30001,146.704,0.300407,145.01,0.295639,149.127,0.296434,149.016,4.78387,4.78387,4.78387,0.298992,
15,2.15859,6.08962,2.91383,0.110424,0.404119,306.414,0.399748,300.264,0.390212,305.789,0.383457,294.651,0.407696,306.961,0.41763,303.698,0.423193,308.534,0.402927,304.803,0.399351,298.126,0.40849,307.531,0.398159,295.178,0.40253,289.828,0.40849,299.291,0.400941,299.131,0.396172,291.09,0.420014,306.393,6.46313,6.46313,6.46313,0.403946,
15.15,2.15909,6.4584,3.0847,0.104903,0.434319,380.429,0.422001,374.581,0.423988,380.559,0.413259,370.072,0.443459,386.781,0.423193,387.19,0.426372,389.734,0.41763,384.07,0.434717,385.959,0.421206,376.302,0.439485,387.285,0.43114,381.488,0.426372,387.826,0.422398,376.905,0.447035,387.623,0.427167,380.771,6.85374,6.85374,6.85374,0.428359,
15.3,2.15905,6.37042,3.05446,0.104903,0.430743,399.092,0.427167,401.852,0.417233,391.254,0.412067,394.958,0.430743,393.258,0.422398,385.047,0.42518,373.093,0.427564,381.689,0.42518,393.287,0.413656,392.086,0.430743,388.9,0.433127,391.218,0.416835,386.272,0.418425,386.507,0.427167,394.997,0.402927,399.075,6.76115,6.76115,6.76115,0.422572,
15.45,2.15908,6.53253,3.13383,0.104903,0.428359,382.53,0.436703,388.559,0.436306,376.929,0.42518,387.585,0.439088,388.972,0.431538,385.647,0.435909,385.207,0.438293,378.013,0.433524,382.168,0.432332,384.25,0.430346,383.223,0.442266,386.632,0.434717,379.36,0.429153,378,0.433922,386.077,0.424782,377.143,6.93242,6.93242,6.93242,0.433276,
15.6,2.15907,6.65983,3.20041,0.104903,0.439485,396.918,0.44028,403.524,0.434319,404.434,0.445843,394.415,0.451803,400.429,0.439485,390.492,0.445843,389.566,0.444651,398.594,0.438293,399.07,0.431538,402.391,0.452598,399.181,0.443061,400.803,0.443061,397.495,0.445445,397.805,0.439485,394.841,0.433922,395.484,7.06911,7.06911,7.06911,0.441819,
15.75,2.15904,7.05108,3.37634,0.110424,0.4673,420.512,0.471274,419.276,0.465314,417.309,0.474056,425.4,0.4673,423.072,0.470877,417.922,0.464122,421.784,0.466108,426.123,0.465314,419.364,0.465711,423.54,0.468095,427.749,0.466506,423.555,0.46889,420.965,0.469685,422.781,0.463724,428.693,0.468095,423.725,7.48237,7.48237,7.48237,0.467648,
15.9,2.15909,7.02562,3.30797,0.104903,0.46134,366.889,0.467698,372.249,0.470082,376.809,0.471671,376.454,0.466506,376.422,0.462532,373.871,0.45975,370.729,0.462532,375.185,0.4673,377.155,0.469685,374.711,0.460545,373.467,0.464122,376.583,0.462929,374.62,0.465711,376.028,0.471671,376.308,0.472466,377.03,7.45654,7.45654,7.45654,0.466034,
16.05,2.15909,7.05332,3.19192,0.104903,0.46889,278.615,0.470479,279.031,0.475645,279.348,0.476837,280.066,0.455379,272.788,0.472466,278.048,0.466903,275.118,0.463724,274.087,0.46134,274.214,0.475248,277.289,0.464122,276.702,0.459353,276.14,0.473261,280.531,0.464519,275.14,0.464916,275.611,0.474056,281.874,7.48714,7.48714,7.48714,0.467946,
16.2,2.15909,7.10461,3.11908,0.104903,0.470479,230.415,0.469287,227.962,0.471671,227.46,0.479619,230.491,0.466108,223.201,0.472466,226.382,0.472466,230.008,0.474453,226.419,0.470479,225.826,0.475645,227.39,0.468493,226.87,0.469685,225.979,0.470082,230.017,0.471671,230.934,0.460943,225.386,0.474056,229.338,7.5376,7.5376,7.5376,0.4711,
16.35,2.11937,4.3977,2.00703,0.110424,0.288089,172.995,0.280937,169.423,0.281731,165.135,0.29246,168.043,0.283718,170.384,0.292063,175.385,0.3016,175.936,0.287294,172.941,0.294844,171.837,0.290473,172.589,0.293255,174.523,0.302394,179.543,0.301997,181.285,0.303586,180.566,0.29246,166.677,0.28491,168.868,4.67181,4.67181,4.67181,0.291988,
16.5,2.07644,2.20035,1.02833,0.104903,0.143846,97.875,0.146627,95.967,0.149012,102.714,0.145833,98.1278,0.149012,105.35,0.145435,96.2368,0.143449,95.5197,0.146627,101.409,0.146627,100.434,0.14782,106.971,0.14623,97.9911,0.144641,101.547,0.144641,102.989,0.144641,95.4067,0.145038,97.3407,0.145833,99.0264,2.33531,2.33531,2.33531,0.145957,
16.65,2.09727,3.22471,1.50427,0.104903,0.214179,109.967,0.217756,119.145,0.213385,115.464,0.210206,117.409,0.211795,111.416,0.212987,112.94,0.211,110.763,0.210603,107.288,0.217756,114.487,0.211795,109.042,0.214974,109.134,0.215769,109.326,0.215769,116.684,0.211398,109.982,0.215371,113.644,0.216564,113.028,3.42131,3.42131,3.42131,0.213832,
16.8,2.15016,4.38722,2.06502,0.104903,0.290473,135.132,0.285705,129.855,0.290473,133.719,0.292857,135.101,0.293255,138.821,0.291665,134.678,0.294844,135.105,0.292857,134.196,0.294844,138.762,0.286897,128.676,0.290871,128.086,0.287294,130.877,0.295242,135.781,0.285705,132.527,0.291665,133.737,0.292063,134.202,4.65671,4.65671,4.65671,0.291045,
16.95,2.08496,2.39579,1.1373,0.110424,0.157754,105.559,0.156959,106.842,0.158548,104.339,0.157356,103.602,0.160138,104.009,0.158151,102.93,0.160535,105.942,0.16133,106.138,0.163317,108.358,0.162522,112.54,0.158151,103.306,0.157356,105.178,0.15974,107.321,0.158548,104.925,0.157356,103.091,0.156164,102.387,2.54393,2.54393,2.54393,0.158995,
17.1,2.09563,2.47179,1.18192,0.104903,0.165304,106.369,0.164509,107.488,0.166098,109.756,0.165701,106.348,0.163714,107.292,0.162522,106.722,0.163714,110.281,0.162522,110.285,0.160933,104.901,0.161727,105.979,0.162522,109.796,0.163714,107.267,0.164906,107.764,0.164509,108.435,0.165701,111.138,0.165304,106.618,2.6234,2.6234,2.6234,0.163962,
17.25,2.13924,4.05438,1.94112,0.104903,0.271797,141.705,0.2714,139.145,0.2714,141.235,0.268618,142.599,0.266234,139.193,0.268221,140.679,0.267029,142.171,0.267426,142.547,0.267426,145.461,0.267029,138.507,0.268618,143.312,0.267824,137.08,0.268618,139.148,0.268618,138.353,0.271797,140.783,0.26981,137.207,4.30187,4.30187,4.30187,0.268867,
17.4,2.15587,5.2914,2.53446,0.104903,0.348886,205.023,0.348886,204.941,0.349681,206.98,0.337362,206.136,0.365178,222.693,0.368754,221.391,0.362794,209.457,0.353257,204.941,0.342528,199.223,0.347694,208.51,0.350475,207.747,0.353257,207.954,0.354052,214.36,0.346502,210.9,0.336965,204.126,0.349283,214.718,5.61555,5.61555,5.61555,0.350972,
17.55,2.15907,6.40598,3.05493,0.104903,0.425975,370.825,0.421206,363.368,0.41604,360.502,0.411669,362.387,0.433922,373.95,0.418425,370.675,0.43273,375.569,0.422001,372.039,0.425577,377.041,0.423193,371.44,0.425975,363.473,0.424782,375.424,0.42518,370.231,0.425577,375.676,0.429153,382.929,0.435909,371.399,6.79731,6.79731,6.79731,0.424832,
17.7,2.15899,6.37416,3.05279,0.110424,0.434717,388.687,0.421206,378.522,0.424782,387.841,0.405709,377.214,0.435114,385.812,0.42359,387.999,0.425577,384.538,0.412464,388.226,0.429153,398.137,0.41008,389.522,0.43273,397.577,0.427167,393.974,0.419219,381.783,0.410477,390.46,0.439882,395.62,0.412862,386.446,6.76473,6.76473,6.76473,0.422796,
17.85,2.15909,6.44005,3.0891,0.104903,0.420014,387.195,0.429153,386.179,0.427167,394.023,0.425975,388.963,0.427167,395.853,0.425577,391.607,0.423193,398.785,0.433524,390.949,0.429551,391.616,0.428359,386.724,0.425975,393.883,0.437498,396.603,0.426769,387.434,0.431538,392.726,0.430743,392.813,0.414848,387.314,6.83705,6.83705,6.83705,0.427316,
18,2.15909,6.48685,3.11628,0.104903,0.428359,393.232,0.430346,387.695,0.427961,382.519,0.42518,377.992,0.442664,383.424,0.429948,398.302,0.433922,379.89,0.43869,380.959,0.426769,378.097,0.426769,375.792,0.436703,388.698,0.434319,390.175,0.424782,386.387,0.427961,385.608,0.430743,381.811,0.418027,377.519,6.88314,6.88314,6.88314,0.430197,
18.15,2.15909,6.90057,3.31223,0.104903,0.454585,427.635,0.45975,432.348,0.454585,424.428,0.460943,414.054,0.450214,413.243,0.45975,421.346,0.453393,419.345,0.461737,422.372,0.452201,423.74,0.463724,428.277,0.463724,426.237,0.457366,426.16,0.455777,421.21,0.464519,419.601,0.453393,426.57,0.458161,431.381,7.32382,7.32382,7.32382,0.457739,
18.3,2.15904,7.07167,3.36718,0.110424,0.468095,406.582,0.470877,411.221,0.469287,404.173,0.472466,406.514,0.46889,403.545,0.470479,404.214,0.464916,403.808,0.467698,404.854,0.470479,403.137,0.468095,404.643,0.466506,404.519,0.469287,405.087,0.466506,405.836,0.470479,406.502,0.470479,406.031,0.472069,407.697,7.50661,7.50661,7.50661,0.469163,
18.45,2.15909,7.05407,3.26059,0.104903,0.459353,320.109,0.469287,318.159,0.464916,319.104,0.469685,321.719,0.466506,326.633,0.477235,321.423,0.46889,321.471,0.461737,324.289,0.472466,324.441,0.472069,325.462,0.458161,321.684,0.464122,327.521,0.468493,327.275,0.469287,325.111,0.470877,322.947,0.474056,322.868,7.48714,7.48714,7.48714,0.467946,
18.6,2.15909,7.11622,3.1353,0.104903,0.47644,229.743,0.470479,228.754,0.472864,231.22,0.487169,237.126,0.458956,227,0.469287,228.006,0.47644,234.456,0.4673,228.121,0.470877,231.958,0.482798,236.82,0.474453,233.264,0.466506,229.543,0.473261,232.592,0.470082,234.904,0.460545,231.569,0.473658,232.241,7.55111,7.55111,7.55111,0.471945,
18.75,2.15892,6.67967,2.9951,0.104903,0.445048,242.715,0.443061,247.863,0.441074,242.287,0.447432,245.904,0.441869,239.967,0.445843,239.99,0.448227,247.01,0.456969,243.473,0.439882,237.962,0.439088,237.896,0.435114,239.799,0.434717,244.936,0.435511,245.506,0.449816,248.707,0.433922,238.869,0.452995,251.869,7.09057,7.09057,7.09057,0.443161,
